S. No.,Date,Region,Confirmed Cases,Active Cases,Cured/Discharged,Death
16452,08/09/2021,Madhya Pradesh,792281,127,781638,10516
16453,09/09/2021,Madhya Pradesh,792297,137,781644,10516
16454,10/09/2021,Madhya Pradesh,792311,130,781664,10517
16455,11/09/2021,Madhya Pradesh,792311,130,781664,10517
16456,12/09/2021,Madhya Pradesh,792327,136,781674,10517
16457,13/09/2021,Madhya Pradesh,792341,138,781686,10517
16458,14/09/2021,Madhya Pradesh,792353,131,781705,10517
16459,15/09/2021,Madhya Pradesh,792360,126,781717,10517
16460,16/09/2021,Madhya Pradesh,792367,124,781726,10517
16461,18/09/2021,Madhya Pradesh,792380,109,781754,10517
16462,19/09/2021,Madhya Pradesh,792386,97,781772,10517
16463,20/09/2021,Madhya Pradesh,792394,96,781781,10517
16464,21/09/2021,Madhya Pradesh,792402,96,781789,10517
16465,22/09/2021,Madhya Pradesh,792410,90,781803,10517
16466,23/09/2021,Madhya Pradesh,792422,90,781815,10517
16467,24/09/2021,Madhya Pradesh,792435,93,781825,10517
16468,25/09/2021,Madhya Pradesh,792471,120,781833,10518
16469,26/09/2021,Madhya Pradesh,792487,117,781852,10518
16470,27/09/2021,Madhya Pradesh,792496,116,781862,10518
16471,28/09/2021,Madhya Pradesh,792504,118,781868,10518
16472,29/09/2021,Madhya Pradesh,792511,116,781875,10520
16473,30/09/2021,Madhya Pradesh,792519,115,781882,10522
16474,01/10/2021,Madhya Pradesh,792531,122,781887,10522
16475,02/10/2021,Madhya Pradesh,792542,124,781896,10522
16476,03/10/2021,Madhya Pradesh,792547,117,781908,10522
16477,04/10/2021,Madhya Pradesh,792556,117,781917,10522
16478,05/10/2021,Madhya Pradesh,792570,123,781925,10522
16479,06/10/2021,Madhya Pradesh,792580,122,781936,10522
16480,07/10/2021,Madhya Pradesh,792596,121,781953,10522
16481,08/10/2021,Madhya Pradesh,792600,114,781964,10522
16482,09/10/2021,Madhya Pradesh,792606,111,781973,10522
16483,10/10/2021,Madhya Pradesh,792614,107,781984,10523
16484,11/10/2021,Madhya Pradesh,792621,103,781995,10523
16485,12/10/2021,Madhya Pradesh,792635,103,782009,10523
16486,13/10/2021,Madhya Pradesh,792647,109,782015,10523
16487,14/10/2021,Madhya Pradesh,792657,110,782024,10523
16488,15/10/2021,Madhya Pradesh,792669,111,782035,10523
16489,16/10/2021,Madhya Pradesh,792675,106,782046,10523
16490,17/10/2021,Madhya Pradesh,792679,96,782060,10523
16491,18/10/2021,Madhya Pradesh,792684,84,782077,10523
16492,19/10/2021,Madhya Pradesh,792690,81,782086,10523
16493,20/10/2021,Madhya Pradesh,792700,79,782098,10523
16494,21/10/2021,Madhya Pradesh,792709,82,782104,10523
16495,22/10/2021,Madhya Pradesh,792721,88,782110,10523
16496,23/10/2021,Madhya Pradesh,792729,80,782126,10523
16497,24/10/2021,Madhya Pradesh,792740,79,782138,10523
16498,25/10/2021,Madhya Pradesh,792749,85,782141,10523
16499,26/10/2021,Madhya Pradesh,792757,84,782150,10523
16500,27/10/2021,Madhya Pradesh,792784,99,782162,10523
16501,28/10/2021,Madhya Pradesh,792804,108,782172,10524
16502,29/10/2021,Madhya Pradesh,792823,115,782184,10524
16503,30/10/2021,Madhya Pradesh,792832,113,782195,10524
16504,31/10/2021,Madhya Pradesh,792838,107,782207,10524
16505,01/11/2021,Madhya Pradesh,792854,115,782215,10524
16506,02/11/2021,Madhya Pradesh,792862,116,782222,10524
16507,04/11/2021,Madhya Pradesh,792878,120,782234,10524
16508,05/11/2021,Madhya Pradesh,792888,114,782250,10524
16509,06/11/2021,Madhya Pradesh,792894,112,782258,10524
16510,07/11/2021,Madhya Pradesh,792901,107,782270,10524
16511,08/11/2021,Madhya Pradesh,792907,100,782283,10524
16512,09/11/2021,Madhya Pradesh,792910,92,782294,10524
16513,10/11/2021,Madhya Pradesh,792919,88,782307,10524
16514,11/11/2021,Madhya Pradesh,792924,81,782319,10524
16515,12/11/2021,Madhya Pradesh,792936,76,782336,10524
16516,14/11/2021,Madhya Pradesh,792956,75,782357,10524
16517,15/11/2021,Madhya Pradesh,792969,79,782366,10524
16518,16/11/2021,Madhya Pradesh,792977,82,782371,10524
16519,17/11/2021,Madhya Pradesh,792981,77,782379,10525
16520,18/11/2021,Madhya Pradesh,792986,77,782384,10525
16521,19/11/2021,Madhya Pradesh,782390,-10525,782390,10525
16522,20/11/2021,Madhya Pradesh,792999,78,782396,10525
16523,22/11/2021,Madhya Pradesh,793027,85,782416,10526
16524,23/11/2021,Madhya Pradesh,793040,91,782423,10526
16525,24/11/2021,Madhya Pradesh,793052,90,782435,10527
16526,25/11/2021,Madhya Pradesh,793074,104,782443,10527
16527,26/11/2021,Madhya Pradesh,793088,102,782458,10528
16528,27/11/2021,Madhya Pradesh,793097,103,782466,10528
16529,28/11/2021,Madhya Pradesh,793120,112,782480,10528
16530,29/11/2021,Madhya Pradesh,793138,122,782488,10528
16531,30/11/2021,Madhya Pradesh,793150,126,782496,10528
16532,02/12/2021,Madhya Pradesh,793187,124,782535,10528
16533,05/12/2021,Madhya Pradesh,793232,142,782562,10528
16534,06/12/2021,Madhya Pradesh,793241,133,782580,10528
16535,07/12/2021,Madhya Pradesh,793258,137,782593,10528
16536,08/12/2021,Madhya Pradesh,793274,139,782606,10529
16537,09/12/2021,Madhya Pradesh,793288,140,782619,10529
16538,12/12/2021,Madhya Pradesh,793337,155,782653,10529
16539,13/12/2021,Madhya Pradesh,793358,160,782669,10529
16540,14/12/2021,Madhya Pradesh,793377,160,782688,10529
16541,15/12/2021,Madhya Pradesh,793395,164,782702,10529
16542,16/12/2021,Madhya Pradesh,793415,170,782716,10529
16543,17/12/2021,Madhya Pradesh,793433,171,782733,10529
16544,18/12/2021,Madhya Pradesh,793454,176,782749,10529
16545,19/12/2021,Madhya Pradesh,793474,180,782765,10529
16546,20/12/2021,Madhya Pradesh,793489,181,782779,10529
16547,21/12/2021,Madhya Pradesh,793509,183,782796,10530
16548,22/12/2021,Madhya Pradesh,793532,187,782815,10530
16549,23/12/2021,Madhya Pradesh,793551,180,782840,10531
16550,24/12/2021,Madhya Pradesh,793581,191,782859,10531
16551,25/12/2021,Madhya Pradesh,793613,208,782873,10532
16552,26/12/2021,Madhya Pradesh,793655,232,782891,10532
16553,27/12/2021,Madhya Pradesh,793696,252,782912,10532
16554,28/12/2021,Madhya Pradesh,793726,263,782931,10532
16555,29/12/2021,Madhya Pradesh,793768,285,782950,10533
16556,30/12/2021,Madhya Pradesh,793816,307,782976,10533
16557,31/12/2021,Madhya Pradesh,793888,360,782995,10533
16558,01/01/2022,Madhya Pradesh,793965,407,783025,10533
16559,02/01/2022,Madhya Pradesh,794089,497,783059,10533
16560,03/01/2022,Madhya Pradesh,794240,608,783099,10533
16561,04/01/2022,Madhya Pradesh,794461,773,783155,10533
16562,05/01/2022,Madhya Pradesh,794769,1029,783206,10534
16563,06/01/2022,Madhya Pradesh,795363,1544,783284,10535
16564,07/01/2022,Madhya Pradesh,796396,2475,783386,10535
16565,08/01/2022,Madhya Pradesh,797715,3632,783547,10536
16566,09/01/2022,Madhya Pradesh,799287,5038,783713,10536
16567,10/01/2022,Madhya Pradesh,801326,6842,783947,10537
16568,11/01/2022,Madhya Pradesh,803643,8599,784506,10538
16569,12/01/2022,Madhya Pradesh,806803,11265,784999,10539
16570,13/01/2022,Madhya Pradesh,810442,14406,785496,10540
16571,14/01/2022,Madhya Pradesh,814473,17652,786278,10543
16572,15/01/2022,Madhya Pradesh,819228,21387,787298,10543
16573,16/01/2022,Madhya Pradesh,824543,25516,788484,10543
16574,17/01/2022,Madhya Pradesh,830923,30109,790269,10545
16575,18/01/2022,Madhya Pradesh,837893,34973,792375,10545
16576,19/01/2022,Madhya Pradesh,845047,39450,795050,10547
16577,20/01/2022,Madhya Pradesh,852644,43973,798119,10552
16578,21/01/2022,Madhya Pradesh,862029,49741,801735,10553
16579,22/01/2022,Madhya Pradesh,871632,55085,805990,10557
16580,23/01/2022,Madhya Pradesh,882906,61388,810956,10562
16581,24/01/2022,Madhya Pradesh,894159,67136,816453,10570
16582,25/01/2022,Madhya Pradesh,904744,69893,824275,10576
16583,26/01/2022,Madhya Pradesh,914195,70870,832742,10583
16584,27/01/2022,Madhya Pradesh,924161,72224,841346,10591
16585,28/01/2022,Madhya Pradesh,933693,71203,851893,10597
16586,29/01/2022,Madhya Pradesh,941456,67945,862909,10602
16587,30/01/2022,Madhya Pradesh,950134,66042,873485,10607
16588,31/01/2022,Madhya Pradesh,959439,63297,885526,10616
16589,01/02/2022,Madhya Pradesh,967501,60609,896274,10618
16590,03/02/2022,Madhya Pradesh,981103,53951,916522,10630
16591,04/02/2022,Madhya Pradesh,988533,52963,924931,10639
16592,05/02/2022,Madhya Pradesh,995049,51019,933382,10648
16593,06/02/2022,Madhya Pradesh,1000582,47986,941940,10656
16594,07/02/2022,Madhya Pradesh,1005753,44778,950313,10662
16595,08/02/2022,Madhya Pradesh,1009698,40591,958443,10664
16596,09/02/2022,Madhya Pradesh,1012781,37143,964970,10668
16597,10/02/2022,Madhya Pradesh,1016007,33384,971950,10673
16598,11/02/2022,Madhya Pradesh,1018749,29565,978505,10679
16599,12/02/2022,Madhya Pradesh,1021361,26179,984500,10682
16600,13/02/2022,Madhya Pradesh,1023799,22390,990720,10689
16601,14/02/2022,Madhya Pradesh,1025891,19728,995470,10693
16602,15/02/2022,Madhya Pradesh,1027651,16929,1000025,10697
16603,16/02/2022,Madhya Pradesh,1028873,14696,1003477,10700
16604,17/02/2022,Madhya Pradesh,1030261,12993,1006565,10703
16605,18/02/2022,Madhya Pradesh,1031589,11535,1009345,10709
16606,19/02/2022,Madhya Pradesh,1032477,9706,1012060,10711
16607,20/02/2022,Madhya Pradesh,1033490,8364,1014413,10713
16608,21/02/2022,Madhya Pradesh,1034440,7527,1016198,10715
16609,22/02/2022,Madhya Pradesh,1035287,6897,1017673,10717
16610,23/02/2022,Madhya Pradesh,1035808,6172,1018917,10719
16611,24/02/2022,Madhya Pradesh,1036498,5629,1020148,10721
16612,25/02/2022,Madhya Pradesh,1037166,5170,1021272,10724
16613,26/02/2022,Madhya Pradesh,1037696,4809,1022161,10726
16614,27/02/2022,Madhya Pradesh,1038196,4328,1023141,10727
16615,28/02/2022,Madhya Pradesh,1038588,3851,1024010,10727
16616,01/03/2022,Madhya Pradesh,1038907,3449,1024731,10727
16617,02/03/2022,Madhya Pradesh,1039192,3121,1025342,10729
16618,03/03/2022,Madhya Pradesh,1039451,2748,1025973,10730
16619,04/03/2022,Madhya Pradesh,1039592,2233,1026627,10732
16620,05/03/2022,Madhya Pradesh,1039745,1871,1027142,10732
16621,06/03/2022,Madhya Pradesh,1039899,1559,1027607,10733
16622,07/03/2022,Madhya Pradesh,1040055,1315,1028007,10733
16623,08/03/2022,Madhya Pradesh,1040172,1037,1028402,10733
16624,09/03/2022,Madhya Pradesh,1040254,928,1028593,10733
16625,10/03/2022,Madhya Pradesh,1040378,885,1028760,10733
16626,11/03/2022,Madhya Pradesh,1040482,848,1028901,10733
16627,12/03/2022,Madhya Pradesh,1040563,750,1029080,10733
16628,13/03/2022,Madhya Pradesh,1040636,678,1029225,10733
16629,14/03/2022,Madhya Pradesh,1040692,597,1029362,10733
16630,15/03/2022,Madhya Pradesh,1040743,536,1029474,10733
16631,16/03/2022,Madhya Pradesh,1040771,482,1029556,10733
16632,17/03/2022,Madhya Pradesh,1040800,420,1029647,10733
16633,18/03/2022,Madhya Pradesh,1040821,341,1029747,10733
16634,19/03/2022,Madhya Pradesh,1040852,291,1029828,10733
16635,20/03/2022,Madhya Pradesh,1040864,239,1029892,10733
16636,21/03/2022,Madhya Pradesh,1040886,211,1029941,10734
16637,22/03/2022,Madhya Pradesh,1040901,176,1029991,10734
16638,23/03/2022,Madhya Pradesh,1040914,143,1030037,10734
16639,24/03/2022,Madhya Pradesh,1040940,129,1030077,10734
16640,25/03/2022,Madhya Pradesh,1040966,132,1030100,10734
16641,26/03/2022,Madhya Pradesh,1040992,132,1030126,10734
16642,27/03/2022,Madhya Pradesh,1040992,118,1030140,10734
16643,28/03/2022,Madhya Pradesh,1041039,152,1030153,10734
16644,29/03/2022,Madhya Pradesh,1041065,158,1030173,10734
16645,30/03/2022,Madhya Pradesh,1041083,152,1030197,10734
16646,31/03/2022,Madhya Pradesh,1041097,145,1030218,10734
16647,01/04/2022,Madhya Pradesh,1041110,136,1030240,10734
16648,02/04/2022,Madhya Pradesh,1041137,140,1030263,10734
16649,03/04/2022,Madhya Pradesh,1041148,131,1030282,10735
16650,04/04/2022,Madhya Pradesh,1041154,105,1030314,10735
16651,05/04/2022,Madhya Pradesh,1041157,93,1030329,10735
16652,06/04/2022,Madhya Pradesh,1041164,81,1030348,10735
16653,07/04/2022,Madhya Pradesh,1041177,78,1030364,10735
16654,08/04/2022,Madhya Pradesh,1041183,71,1030377,10735
16655,11/04/2022,Madhya Pradesh,1041205,50,1030420,10735
16656,12/04/2022,Madhya Pradesh,1041209,51,1030423,10735
16657,13/04/2022,Madhya Pradesh,1041212,42,1030435,10735
16658,14/04/2022,Madhya Pradesh,1041222,46,1030441,10735
16659,15/04/2022,Madhya Pradesh,1041224,41,1030448,10735
16660,16/04/2022,Madhya Pradesh,1041230,43,1030452,10735
16661,17/04/2022,Madhya Pradesh,1041230,43,1030452,10735
16662,18/04/2022,Madhya Pradesh,1041243,47,1030461,10735
16663,21/04/2022,Madhya Pradesh,1041266,44,1030487,10735
16664,22/04/2022,Madhya Pradesh,1041281,57,1030489,10735
16665,23/04/2022,Madhya Pradesh,1041292,61,1030496,10735
16666,24/04/2022,Madhya Pradesh,1041313,69,1030509,10735
16667,25/04/2022,Madhya Pradesh,1041319,69,1030515,10735
16668,26/04/2022,Madhya Pradesh,1041323,70,1030518,10735
16669,27/04/2022,Madhya Pradesh,1041336,75,1030526,10735
16670,28/04/2022,Madhya Pradesh,1041351,83,1030533,10735
16671,29/04/2022,Madhya Pradesh,1041380,95,1030550,10735
16672,30/04/2022,Madhya Pradesh,1041414,118,1030561,10735
16673,01/05/2022,Madhya Pradesh,1041460,150,1030575,10735
16674,02/05/2022,Madhya Pradesh,1041491,171,1030585,10735
16675,03/05/2022,Madhya Pradesh,1041514,190,1030589,10735
16676,04/05/2022,Madhya Pradesh,1041540,203,1030602,10735
16677,05/05/2022,Madhya Pradesh,1041574,216,1030623,10735
16678,06/05/2022,Madhya Pradesh,1041600,213,1030652,10735
16679,07/05/2022,Madhya Pradesh,1041634,210,1030689,10735
16680,08/05/2022,Madhya Pradesh,1041661,197,1030729,10735
16681,10/05/2022,Madhya Pradesh,1041717,199,1030783,10735
16682,11/05/2022,Madhya Pradesh,1041747,200,1030812,10735
16683,12/05/2022,Madhya Pradesh,1041792,219,1030838,10735
16684,13/05/2022,Madhya Pradesh,1041832,230,1030867,10735
16685,14/05/2022,Madhya Pradesh,1041867,232,1030900,10735
16686,16/05/2022,Madhya Pradesh,1041945,262,1030948,10735
16687,17/05/2022,Madhya Pradesh,1041968,254,1030979,10735
16688,18/05/2022,Madhya Pradesh,1041987,232,1031020,10735
16689,19/05/2022,Madhya Pradesh,1042024,226,1031063,10735
16690,20/05/2022,Madhya Pradesh,1042069,236,1031098,10735
16691,21/05/2022,Madhya Pradesh,1042124,260,1031129,10735
16692,22/05/2022,Madhya Pradesh,1042167,262,1031170,10735
16693,23/05/2022,Madhya Pradesh,1042211,265,1031211,10735
16694,24/05/2022,Madhya Pradesh,1042243,275,1031233,10735
16695,25/05/2022,Madhya Pradesh,1042276,289,1031251,10736
16696,26/05/2022,Madhya Pradesh,1042326,296,1031294,10736
16697,27/05/2022,Madhya Pradesh,1042379,307,1031336,10736
16698,28/05/2022,Madhya Pradesh,1042432,299,1031397,10736
16699,29/05/2022,Madhya Pradesh,1042474,298,1031440,10736
16700,30/05/2022,Madhya Pradesh,1042518,305,1031477,10736
16701,31/05/2022,Madhya Pradesh,1042563,318,1031509,10736
16702,01/06/2022,Madhya Pradesh,1042583,292,1031555,10736
16703,02/06/2022,Madhya Pradesh,1042618,278,1031604,10736
16704,03/06/2022,Madhya Pradesh,1042643,254,1031653,10736
16705,04/06/2022,Madhya Pradesh,1042686,243,1031707,10736
16706,05/06/2022,Madhya Pradesh,1042735,253,1031745,10737
16707,06/06/2022,Madhya Pradesh,1042779,248,1031794,10737
16708,07/06/2022,Madhya Pradesh,1042819,253,1031829,10737
16709,09/06/2022,Madhya Pradesh,1042875,245,1031893,10737
16710,10/06/2022,Madhya Pradesh,1042928,276,1031915,10737
16711,11/06/2022,Madhya Pradesh,1042978,283,1031957,10738
16712,12/06/2022,Madhya Pradesh,1043057,305,1032014,10738
16713,13/06/2022,Madhya Pradesh,1043116,329,1032049,10738
16714,14/06/2022,Madhya Pradesh,1043178,364,1032076,10738
16715,15/06/2022,Madhya Pradesh,1043221,381,1032101,10739
16716,16/06/2022,Madhya Pradesh,1043278,393,1032146,10739
16717,17/06/2022,Madhya Pradesh,1043338,400,1032199,10739
16718,18/06/2022,Madhya Pradesh,1043409,421,1032249,10739
16719,19/06/2022,Madhya Pradesh,1043474,415,1032319,10740
16720,20/06/2022,Madhya Pradesh,1043536,420,1032376,10740
16721,21/06/2022,Madhya Pradesh,1043607,435,1032432,10740
16722,22/06/2022,Madhya Pradesh,1043687,457,1032490,10740
16723,23/06/2022,Madhya Pradesh,1043736,454,1032542,10740
16724,24/06/2022,Madhya Pradesh,1043804,457,1032607,10740
16725,25/06/2022,Madhya Pradesh,1043899,482,1032677,10740
16726,26/06/2022,Madhya Pradesh,1043960,481,1032739,10740
16727,27/06/2022,Madhya Pradesh,1044007,462,1032805,10740
16728,28/06/2022,Madhya Pradesh,1044081,465,1032875,10741
16729,29/06/2022,Madhya Pradesh,1044150,454,1032955,10741
16730,30/06/2022,Madhya Pradesh,1044243,490,1033012,10741
16731,01/01/1970,Maharashtra,6643883,10120,6492504,141259
16732,21/12/2014,Maharashtra,6644452,10186,6493002,141264
16733,21/12/2015,Maharashtra,6645136,10160,6493688,141288
16734,12/03/2020,Maharashtra,11,11,0,0
